MAG	Taxonomy	Domain	KigCas0	KigCa35	KigOff0	KigOff40	KigOffSurface	MahCa10	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9	MahCa50	MahCa65	KigCa65	KigOff80	KigC100	MahC100	KigC150	KigC250	KigC300	KigC1200	KigOff120	MahC200	MahC400	Epi	Oxy	Hypo	Completeness	Nb of Scaffolds
K_DeepCast_35m_m2_046	Deltaproteobacteria	Bacteria	0.49	0.92	0.34	0.39	0.26	0.11	0.06	0.02	0.04	0.05	0.02	0.02	0.04	0.05	0.02	0.05	0.07	0.41	0.5	0.35	0.44	0.06	0.13	0.16	2.7	0.25	2.06	88.96	470
K_Offshore_120m_mx_162	Deltaproteobacteria	Bacteria	0.24	0.28	0.18	0.27	0.21	0.26	0.15	0.12	0.14	0.2	0.12	0.12	0.14	0.2	0.12	5.89	2.58	2.24	1.51	2.21	3.05	17.13	1.98	2.29	2.16	9.05	30.42	94.62	96
K_Offshore_120m_m2_196	Deltaproteobacteria	Bacteria	0.24	0.24	0.12	0.12	0.13	0.45	0.12	0.04	0.05	0.22	0.09	0.04	0.05	0.22	0.09	2.7	1.31	0.69	0.56	0.67	1.06	9.81	1.61	1.7	1.83	4.42	16.09	92.38	290
K_DeepCast_300m_mx_218	Deltaproteobacteria	Bacteria	0.21	0.21	0.11	0.16	0.17	0.13	0.16	0.13	0.14	0.12	0.14	0.13	0.14	0.12	0.14	0.15	0.12	0.72	0.98	1.44	1.17	0.25	1.25	1.05	1.68	0.8	6.86	59.61	2661
K_DeepCast_100m_mx_244	Deltaproteobacteria	Bacteria	0	0	0	0	0.08	0.22	0.09	0	0	0	0.03	0	0	0	0.03	0.23	0.05	0.74	0.22	0.28	0.21	0.44	0.51	0.23	0.43	0.32	2.64	44.2	1749
K_Offshore_80m_m2_211	Deltaproteobacteria	Bacteria	0.03	0.05	0.02	0.05	0.04	0.04	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.02	1.27	0.78	0.79	0.48	0.7	0.9	3.82	0.9	0.55	0.31	2.12	8.13	95.35	423
K_DeepCast_300m_m2_247	Deltaproteobacteria	Bacteria	0.02	0.02	0.03	0.04	0.03	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0	0.03	0.98	2.32	3.99	2.76	0	2.52	2.03	0.22	0.09	14.59	96.65	490
K_Offshore_80m_m2_194	Deltaproteobacteria	Bacteria	0.02	0.02	0.01	0.02	0.01	0.04	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.73	0.23	0.31	0.21	0.35	0.52	2.46	0.29	0.3	0.19	1.02	4.44	96.64	351
K_DeepCast_300m_mx_261	Deltaproteobacteria	Bacteria	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0	0.01	0.01	0.01	0	0.01	0.01	0.01	0.03	0.04	0.36	0.91	1.23	0.87	0.04	0.69	0.96	0.14	0.11	5.06	37.55	871
K_Offshore_80m_m1_159	Deltaproteobacteria	Bacteria	0.01	0.03	0	0.01	0	0.04	0	0	0	0	0	0	0	0	0	0.6	0.34	0.26	0.21	0.34	0.45	2.1	0.21	0.32	0.11	0.96	3.89	98.69	101
K_Offshore_120m_m2_200	Deltaproteobacteria	Bacteria	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0	0.01	0	0	0	0.01	0	0	0.13	0.18	0.09	0.06	0.08	0.12	2.73	0.08	0.07	0.1	0.33	3.24	85.97	544
K_DeepCast_300m_m2_165	Deltaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.05	0.9	1.27	1.53	1.23	0	1.3	1.58	0.09	0.09	7.82	85.24	871
K_DeepCast_65m_m2_035	Deltaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0	0	0	0.01	0	0	0.76	1	0.97	0.44	0.64	0.76	2.59	0.89	0.5	0.08	1.78	6.79	96	360
K_Offshore_80m_m2_039	Deltaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0	0	0.01	0.01	0	0.18	0.13	0.14	0.07	0.12	0.13	0.81	0.16	0.1	0.07	0.33	1.55	60.58	1207
M_DeepCast_65m_m2_104	Deltaproteobacteria	Bacteria	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	1.05	0.07	0.05	0.08	0.05	0.1	0.14	0.13	0.06	1.07	0.63	92.68	881
K_DeepCast_100m_mx_276	Deltaproteobacteria	Bacteria	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0.01	0	0	1.17	1.58	15.93	16.49	18.85	15.38	1.99	18.23	18.75	0.04	2.77	105.61	80.32	187
K_DeepCast_100m_m2_268	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0.01	0	0	0.02	2.09	1.14	0.57	0.9	0.53	0.06	0.66	0.52	0.04	2.13	4.38	92.22	182
K_DeepCast_65m_m1_217	Deltaproteobacteria	Bacteria	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.43	0.26	0.15	0.12	0.18	0.31	0.94	0.13	0.17	0.04	0.69	1.98	52.92	1436
K_DeepCast_150m_m1_356	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0.02	3.35	0.74	1.01	0.73	0	0.59	0.3	0.03	0.04	6.72	95.78	254
K_Offshore_80m_m2_119	Deltaproteobacteria	Bacteria	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0.01	0.01	0	0.06	0.03	0.07	0.06	1.63	0.01	0.01	0.03	0.03	1.85	90.48	166
M_DeepCast_65m_m1_011	Deltaproteobacteria	Bacteria	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.04	2.03	0.02	0.01	0.02	0.03	0.16	0.17	0.15	0.03	2.07	0.55	85.57	479
K_DeepCast_100m_m2_187	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0	0.01	0.23	0.55	0.23	0.34	0.28	0.03	0.39	0.18	0.02	0.25	2	19.7	721
M_DeepCast_65m_m2_228	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.08	0.06	0.1	0.06	0.01	0.14	0.09	0.02	0.69	0.54	42.02	1121
K_DeepCast_100m_m1_326	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	1	0.28	0.43	0.29	0.01	0.39	0.23	0.02	0.1	2.63	86.59	721
K_DeepCast_250m_m2_102	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	1.82	3.04	5.66	4.58	0.01	3.29	3.42	0.02	0.05	21.81	90.65	217
M_DeepCast_65m_m1_099	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.02	0.01	0.02	0.02	0.01	0.05	0.05	0.01	1	0.17	14.73	1201
K_DeepCast_150m_m2_113	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	1.86	0.51	0.77	0.64	0.01	0.72	0.48	0.01	0.28	5.01	85.29	685
K_DeepCast_150m_m1_110	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	6.74	8.2	9.74	6.55	0.01	9.22	8.84	0.01	0.13	49.31	95.16	234
M_DeepCast_200m_m2_133	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.6	0.61	0.51	0.24	0.01	1.59	0.39	0.01	0.01	3.95	56.73	1679
K_DeepCast_100m_m1_199	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	13.01	18.33	20.75	17.05	0.03	19.58	22.79	0.01	0.51	111.54	85.66	435
K_DeepCast_100m_m2_189	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	2.92	4.23	4.48	3.87	0	4.8	5.03	0.01	0.08	25.32	54.03	515
K_DeepCast_1200m_m2_207	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	2.2	3.36	3.59	3.23	0	3.6	4.07	0.01	0.07	20.05	89.72	712
K_DeepCast_100m_mx_320	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	3.05	5.3	7.3	6.31	0	6.58	6.27	0.01	0.07	34.81	43.67	1757
K_DeepCast_250m_m2_089	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.99	1.57	1.65	1.4	0	1.59	1.8	0.01	0.04	9.02	85.93	728
M_DeepCast_400m_m1_039	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.78	0.84	0.49	0	0.68	1.44	0.01	0.01	4.35	43.93	867
M_DeepCast_200m_mx_174	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.63	1.25	1.9	1.56	0	1.48	1.49	0.01	0.02	8.31	10.74	104
M_DeepCast_400m_m1_331	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.82	0.67	0.36	0	0.68	1.68	0	0.01	4.52	64.08	1098
K_DeepCast_250m_m2_302	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	8.66	9.37	12.1	8.86	0.01	11.05	11.97	0	0.21	62.03	84.62	206
M_DeepCast_400m_m2_239	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.98	1.93	2.27	2.12	0	2.03	2.81	0	0.03	12.15	95.48	1043
K_DeepCast_150m_m2_098	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	3.1	1.23	2.1	1.57	0.02	3.01	1.02	0	0.27	12.05	97.1	148
K_DeepCast_100m_m2_324	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	1.07	0.33	0.43	0.25	0	0.43	0.28	0	0.05	2.79	80.75	857
K_DeepCast_150m_m2_257	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	1.35	1.89	2.04	1.71	0	2.03	2.27	0	0.04	11.29	81.45	838
K_DeepCast_300m_m2_069	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	2.65	3.42	3.94	3.15	0.01	3.57	4.12	0	0.12	20.86	90.54	370
M_DeepCast_200m_m1_099	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.94	1.04	0.79	0.46	0	1.72	0.81	0	0.01	5.75	84.7	1762
K_DeepCast_250m_mx_162	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.45	1.39	1.74	1.62	0	1.13	2.26	0	0.01	8.6	72.28	1773
K_DeepCast_1200m_m2_116	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	2.21	3.37	5.46	4.18	0	4.12	3.37	0	0.07	22.7	93.87	425
M_DeepCast_400m_m1_009	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.65	1.92	2.16	0	0.25	3.31	0	0	8.34	95.65	191
M_DeepCast_400m_m2_273	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.55	0.83	0.92	0.77	0	0.84	1.05	0	0.02	4.96	88.46	868
M_DeepCast_400m_m2_357	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.38	0.85	1.2	1.05	0	0.87	1.57	0	0.01	5.93	74.13	911
K_DeepCast_250m_m1_077	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	2.19	3.91	6.8	4.92	0	4.19	3.74	0	0.07	25.76	85.33	457
M_DeepCast_200m_m1_279	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.55	0.83	0.89	0.75	0	0.92	1	0	0.02	4.95	86.32	915
M_DeepCast_100m_mx_110	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	1.68	2.06	2.31	1.79	0	2.34	2.37	0	0.07	12.55	28.1	900
K_DeepCast_150m_m1_199	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	3.89	2	2.51	2.04	0	4.92	1.4	0	0.15	16.76	97.1	202
M_DeepCast_100m_m2_116	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	3.17	4.3	4.79	3.84	0.01	4.43	5.14	0	0.11	25.68	88.6	716
K_DeepCast_150m_m2_072	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.87	1.36	2.34	1.71	0	1.54	1.32	0	0.02	9.14	95.48	376
K_DeepCast_100m_mx_210	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.85	0.69	0.68	0.33	0	0.87	0.53	0	0.04	3.95	70.22	1419
K_DeepCast_250m_m2_131	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	1.33	1.54	1.29	0	1.08	1.8	0	0.01	7.42	71.32	1451
K_DeepCast_300m_m2_211	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.44	0.73	1.22	0.88	0	0.82	0.7	0	0.01	4.79	95.48	302
M_DeepCast_200m_mx_168	Deltaproteobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.56	0.94	1.47	1.08	0	1.1	0.88	0	0.02	6.03	8.19	78
M_DeepCast_65m_mx_143	Diapherotrites	Archaea	0.04	0.04	0.02	0.04	0.03	0.02	0.03	0.06	0.03	0.02	0.02	0.06	0.03	0.02	0.02	0.09	1.12	0.65	0.28	0.41	0.39	0.29	0.54	0.39	0.33	1.34	2.95	27.12	1322
M_DeepCast_50m_m2_156	Diapherotrites	Archaea	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	1.07	0.46	0.13	0.08	0.09	0.17	0.93	0.24	0.25	0.02	1.53	1.88	82.4	62
K_DeepCast_300m_m2_256	Euryarchaeota	Archaea	4.9	6.08	1.36	3.27	3.66	3.23	8.5	15.18	7.45	6.64	7.3	15.18	7.45	6.64	7.3	1.05	0.66	3.31	5.01	8.65	10.94	0.54	5.94	11.06	67.55	38.26	45.45	99.33	203
M_DeepCast_200m_m1_298	Euryarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	2.15	3.84	2.63	1.49	0	5.84	4.44	0	0.02	20.4	98.27	189
M_DeepCast_400m_m2_325	Euryarchaeota	Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.64	0.86	0.62	0	0.8	1.31	0	0	4.71	54.81	342
K_Offshore_40m_m2_176	Fibrobacteres acidobacteria	Bacteria	0.9	0.85	1.76	2	2.58	0.47	0.4	0.27	0.42	0.59	0.49	0.27	0.42	0.59	0.49	0.19	0.17	0.52	0.62	0.47	0.74	0.06	0.64	0.62	10.71	2.12	3.67	98.26	215
M_DeepCast_200m_mx_065	Fibrobacteres acidobacteria	Bacteria	0.52	0.66	0.47	0.73	0.56	0.48	0.51	0.39	0.73	0.55	0.56	0.39	0.73	0.55	0.56	0.27	0.2	0.53	0.54	0.35	0.47	0.61	0.71	0.74	6.16	2.69	3.94	22.26	683
M_DeepCast_100m_m2_149	Fibrobacteres acidobacteria	Bacteria	0.8	0.58	0.1	0.13	0.09	1.09	0.3	0.11	0.18	0.54	0.27	0.11	0.18	0.54	0.27	0.55	0.54	0.58	0.67	0.47	0.73	0.55	1.39	1.77	4.18	2.17	6.16	91.62	639
M_DeepCast_100m_m2_066	Fibrobacteres acidobacteria	Bacteria	0.5	0.47	0.15	0.19	0.16	1.03	0.28	0.16	0.17	0.51	0.34	0.16	0.17	0.51	0.34	0.47	0.47	0.37	0.41	0.29	0.46	0.58	1.38	1.66	3.96	2.11	5.15	97.81	577
M_DeepCast_100m_mx_118	Fibrobacteres acidobacteria	Bacteria	0.4	0.39	0.22	0.26	0.23	0.86	0.26	0.24	0.17	0.47	0.37	0.24	0.17	0.47	0.37	0.46	0.42	0.33	0.36	0.27	0.41	1.25	1.27	1.48	3.88	2.13	5.38	89.42	1357
K_DeepCast_65m_m2_251	Fibrobacteres acidobacteria	Bacteria	0.09	0.11	0.04	0.05	0.04	0.27	0.05	0.04	0.03	0.09	0.08	0.04	0.03	0.09	0.08	1.32	0.51	0.48	0.36	0.43	0.75	4.04	0.82	0.88	0.89	2.07	7.76	97.27	713
K_Offshore_80m_m2_102	Fibrobacteres acidobacteria	Bacteria	0.09	0.16	0.03	0.05	0.03	0.15	0.03	0.02	0.02	0.06	0.03	0.02	0.02	0.06	0.03	0.63	0.29	0.47	0.4	0.46	0.57	3.36	0.66	0.67	0.66	1.05	6.59	96.52	367
K_Offshore_80m_m2_003	Fibrobacteres acidobacteria	Bacteria	0.02	0.04	0.01	0.01	0.01	0.1	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.69	0.32	0.3	0.22	0.29	0.48	2.33	0.42	0.51	0.25	1.06	4.54	97.08	720
M_DeepCast_50m_m2_162	Fibrobacteres acidobacteria	Bacteria	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.7	0.14	0.27	0.18	0.28	0.44	0.88	0.16	0.2	0.03	0.85	2.42	73.23	992
K_DeepCast_250m_m1_110	Fibrobacteres acidobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.19	3.21	7.4	7.93	8.52	0.07	7.13	11.61	0.02	0.23	45.88	90.35	1031
K_DeepCast_250m_m2_119	Fibrobacteres acidobacteria	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.71	1.4	1.09	0.72	0.01	1.51	1.14	0	0.03	6.57	75.75	1269
M_surface_6_m1_040	Firmicutes	Bacteria	0.21	0.19	0.24	0.39	0.41	0.11	0.18	0.69	0.28	0.18	0.44	0.69	0.28	0.18	0.44	0.07	0.03	0.12	0.14	0.08	0.11	0.12	0.16	0.19	3.32	1.69	0.91	66.05	182
K_DeepCast_150m_m2_056	Firmicutes	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	6.82	3.47	3.83	3.29	0.01	6.82	3.55	0	0.2	27.79	90.04	152
M_DeepCast_65m_mx_134	Gammaproteobacteria	Bacteria	46.67	39.7	31.79	43.19	37.3	36.22	53.85	39.46	46.04	67.4	56.74	39.46	46.04	67.4	56.74	18.79	13.29	34.32	42.47	27.83	34.19	15.33	25.33	54.05	498.36	241.72	233.53	21.65	96
M_DeepCast_100m_m2_072	Gammaproteobacteria	Bacteria	35.85	28.93	18.23	25.34	18.95	21.96	30.65	23.94	24.35	36.36	38.42	23.94	24.35	36.36	38.42	10.44	7.8	28.28	35.47	20.31	29.83	2.19	17.76	30.37	302.98	141.31	164.21	87.42	27
K_Offshore_40m_m1_049	Gammaproteobacteria	Bacteria	18.49	15.19	7.91	13.01	14.05	7.97	20.97	14.04	19.71	18.34	19.88	14.04	19.71	18.34	19.88	3.04	1.93	8.04	9.21	5.73	7.41	0.76	6.97	8.2	169.56	76.94	46.32	94.02	24
K_DeepCast_65m_m1_161	Gammaproteobacteria	Bacteria	5.52	4.79	3.53	4.47	3.9	4.84	5.72	3.97	4.75	6.98	6.08	3.97	4.75	6.98	6.08	8.8	5.81	6.38	6.7	5.87	7.75	16.9	6.15	9.82	54.56	36.4	59.58	5.36	31
K_Offshore_120m_m1_194	Gammaproteobacteria	Bacteria	3.45	3.01	1.64	2.32	1.77	2.19	2.78	2.14	2.22	3.31	3.51	2.14	2.22	3.31	3.51	2.36	1.19	3.37	3.85	2.8	3.95	5.14	2.33	3.71	28.36	14.73	25.16	73.91	235
M_surface_9_mx_064	Gammaproteobacteria	Bacteria	1.65	1.73	1	1.71	1.42	1.33	1.67	1.35	1.67	2.15	1.99	1.35	1.67	2.15	1.99	1.09	0.71	1.59	1.78	1.17	1.53	1.97	1.25	2.11	17.65	8.96	11.4	70.6	465
K_Offshore_0m_mx_117	Gammaproteobacteria	Bacteria	1.99	1.91	1.27	1.74	1.45	1.35	1.42	1.2	1.22	1.73	1.34	1.2	1.22	1.73	1.34	1.84	1.22	1.92	2.08	1.62	2.26	4.54	2.1	2.53	16.62	8.54	17.05	53.05	1285
M_DeepCast_100m_mx_044	Gammaproteobacteria	Bacteria	1.76	1.55	1.13	1.58	1.24	1.16	1.45	1.43	1.26	1.66	1.49	1.43	1.26	1.66	1.49	0.74	0.55	1.36	1.65	1.05	1.44	0.82	1.1	1.71	15.71	7.13	9.13	81.99	358
K_DeepCast_100m_m2_290	Gammaproteobacteria	Bacteria	1.64	1.67	0.75	1.14	0.78	1.3	1.29	0.9	1.07	1.61	1.85	0.9	1.07	1.61	1.85	0.64	0.5	1.37	1.68	0.96	1.33	0.26	1.41	2.05	13.99	6.59	9.06	90.36	1012
K_Offshore_40m_mx_227	Gammaproteobacteria	Bacteria	0.85	0.96	0.42	0.95	0.68	0.6	0.9	1.59	0.84	0.9	0.97	1.59	0.84	0.9	0.97	0.89	0.46	0.77	0.76	0.56	0.78	2.03	0.85	0.98	9.65	5.65	6.73	74.84	498
K_DeepCast_35m_m1_077	Gammaproteobacteria	Bacteria	1.16	1.13	0.54	0.83	0.64	0.73	0.89	0.68	0.73	1.05	1.08	0.68	0.73	1.05	1.08	0.6	0.35	0.99	1.14	0.73	1.04	0.99	0.76	1.1	9.43	4.48	6.75	82.29	722
K_Offshore_0m_mx_160	Gammaproteobacteria	Bacteria	0.98	0.92	0.6	0.77	0.59	0.69	0.77	0.56	0.66	0.94	0.89	0.56	0.66	0.94	0.89	0.43	0.32	0.81	0.95	0.57	0.8	0.45	0.72	1.07	8.38	3.79	5.35	75.81	1070
K_Offshore_40m_m1_011	Gammaproteobacteria	Bacteria	1.07	0.95	0.49	0.79	0.56	0.65	0.75	0.52	0.61	0.91	0.93	0.52	0.61	0.91	0.93	0.39	0.29	0.84	1	0.57	0.84	0.39	0.63	0.91	8.22	3.65	5.18	82.44	574
M_surface_9_mx_037	Gammaproteobacteria	Bacteria	0.87	0.79	0.52	0.67	0.59	0.64	0.78	0.64	0.69	0.96	0.97	0.64	0.69	0.96	0.97	0.72	0.51	0.83	0.94	0.6	0.83	0.94	0.65	1.14	8.12	4.5	5.93	39.99	22
K_DeepCast_150m_m1_089	Gammaproteobacteria	Bacteria	0.93	1	0.37	0.59	0.44	0.66	0.67	0.49	0.56	0.82	0.96	0.49	0.56	0.82	0.96	0.43	0.27	1.05	0.99	0.62	0.84	0.76	0.73	1.03	7.49	3.53	6.03	43.44	579
M_surface_10_m2_141	Gammaproteobacteria	Bacteria	0.95	0.63	0.5	0.62	0.45	0.71	0.9	0.33	0.52	0.73	0.66	0.33	0.52	0.73	0.66	0.29	0.25	0.56	0.69	0.53	0.79	0.04	0.58	1.01	6.99	2.77	4.2	95.43	189
K_DeepCast_300m_m2_070	Gammaproteobacteria	Bacteria	0.82	0.81	0.36	0.55	0.39	0.62	0.62	0.42	0.52	0.78	0.86	0.42	0.52	0.78	0.86	0.7	0.37	0.78	0.87	0.68	0.8	1.08	0.74	1.04	6.74	3.65	5.99	63.14	993
M_surface_10_mx_057	Gammaproteobacteria	Bacteria	0.71	0.64	0.41	0.62	0.47	0.47	0.59	0.38	0.48	0.67	0.63	0.38	0.48	0.67	0.63	0.4	0.26	0.59	0.71	0.47	0.61	0.57	0.47	0.76	6.08	2.82	4.18	78.64	389
K_Offshore_80m_m2_057	Gammaproteobacteria	Bacteria	0.65	0.57	0.32	0.48	0.36	0.49	0.54	0.41	0.41	0.63	0.68	0.41	0.41	0.63	0.68	8.65	2.75	2.77	2.12	2.3	3.53	19.81	2.17	2.78	5.55	13.53	35.49	64.63	29
K_DeepCast_250m_m1_004	Gammaproteobacteria	Bacteria	0.68	0.7	0.31	0.48	0.38	0.47	0.47	0.32	0.39	0.59	0.65	0.32	0.39	0.59	0.65	0.3	0.21	0.55	0.85	0.43	0.59	0.5	0.52	0.73	5.44	2.45	4.17	65.28	832
M_surface_6_m1_057	Gammaproteobacteria	Bacteria	0.51	0.79	0.13	0.31	0.39	0.15	0.32	1.31	0.28	0.28	0.44	1.31	0.28	0.28	0.44	0.06	0.04	0.3	0.36	0.28	0.41	0.04	0.21	0.24	4.91	2.4	1.85	28.07	260
K_Offshore_surface_m1_044	Gammaproteobacteria	Bacteria	0.56	0.5	0.25	0.38	0.32	0.34	0.4	0.27	0.33	0.5	0.5	0.27	0.33	0.5	0.5	0.19	0.14	0.43	0.53	0.29	0.43	0.13	0.32	0.49	4.36	1.93	2.63	77.3	722
K_Offshore_40m_m1_054	Gammaproteobacteria	Bacteria	0.47	0.49	0.35	0.91	0.64	0.18	0.26	0.11	0.21	0.24	0.14	0.11	0.21	0.24	0.14	0.07	0.06	0.26	0.35	0.25	0.35	0.04	0.14	0.23	4	0.83	1.62	72.64	117
M_surface_6_mx_073	Gammaproteobacteria	Bacteria	0.43	0.37	0.28	0.41	0.35	0.31	0.37	0.33	0.34	0.4	0.4	0.33	0.34	0.4	0.4	0.38	0.28	0.4	0.4	0.31	0.42	0.61	0.37	0.5	3.99	2.11	3.01	73.96	1597
K_Offshore_80m_m1_177	Gammaproteobacteria	Bacteria	0.51	0.35	0.13	0.22	0.16	0.81	0.33	0.21	0.19	0.5	0.44	0.21	0.19	0.5	0.44	0.47	0.49	0.39	0.44	0.38	0.49	1.24	1.03	1.33	3.86	2.3	5.3	91.91	279
M_surface_8_mx_141	Gammaproteobacteria	Bacteria	0.29	0.36	0.11	0.22	0.24	0.19	0.3	0.08	0.25	1.08	0.12	0.08	0.25	1.08	0.12	0.07	0.06	0.21	0.22	0.21	0.27	0.09	0.24	0.44	3.24	1.66	1.69	65.05	2062
M_surface_10_mx_151	Gammaproteobacteria	Bacteria	0.19	0.16	0.12	0.28	0.22	0.14	0.53	0.2	0.38	0.17	0.6	0.2	0.38	0.17	0.6	0.06	0.05	0.11	0.14	0.08	0.12	0.04	0.16	0.2	2.99	1.45	0.86	11.92	304
M_surface_9_m2_177	Gammaproteobacteria	Bacteria	0.01	0.01	0	0.01	0.01	0.35	0.47	0.07	0.61	0.06	0.72	0.07	0.61	0.06	0.72	0.12	0.13	0.01	0.01	0.01	0.01	0	0.79	0.62	2.31	1.7	1.44	57.56	205
M_DeepCast_10m_m1_110	Gammaproteobacteria	Bacteria	0.3	0.25	0.12	0.19	0.14	0.2	0.21	0.14	0.17	0.25	0.27	0.14	0.17	0.25	0.27	0.09	0.06	0.22	0.27	0.14	0.2	0.06	0.16	0.23	2.23	0.98	1.28	86.96	525
